unit_id,line_id,furnace_temp_c,roller_pressure_bar,line_speed_mpm,lubricant_flow_lph,vibration_rms_mms,ambient_humidity_pct,cooling_rate_cps,tension_variation_kn,defect_class
UNIT-11237,LINE-A,882.18,188.99,54.51,29.61,1.81,48.19,15.66,1.82,hole
UNIT-11750,LINE-C,838.96,148.77,47.0,27.84,1.85,44.97,18.35,0.43,normal
UNIT-10103,LINE-B,932.08,167.07,51.04,30.46,1.17,36.35,27.75,2.13,crack
UNIT-13273,LINE-C,832.05,144.13,69.53,21.33,3.9,36.88,17.11,0.52,scratch
UNIT-10240,LINE-A,901.92,165.98,48.67,32.97,1.27,46.73,28.25,2.1,crack
UNIT-10706,LINE-B,891.94,185.66,52.04,29.97,1.41,41.53,17.67,1.99,hole
UNIT-10458,LINE-A,898.59,166.51,48.9,32.22,2.11,39.57,27.4,1.46,crack
UNIT-12291,LINE-A,840.21,149.46,32.46,20.34,1.85,82.5,18.18,0.42,rust
UNIT-10777,LINE-A,899.01,188.82,49.66,32.49,1.47,35.86,15.53,1.89,hole
UNIT-13165,LINE-C,835.27,146.06,62.5,13.88,5.04,48.09,14.71,0.5,scratch
UNIT-12958,LINE-A,847.7,147.49,64.96,15.23,5.98,45.15,14.92,0.36,scratch
UNIT-10502,LINE-B,908.01,171.27,47.5,35.25,2.2,45.57,28.13,2.02,crack
UNIT-10045,LINE-B,918.0,172.82,48.59,30.0,1.68,33.04,27.2,1.24,crack
UNIT-10462,LINE-C,927.75,171.43,48.79,33.68,1.28,33.87,30.46,2.17,crack
UNIT-12259,LINE-C,854.83,159.81,36.85,17.46,1.65,81.67,17.2,0.28,rust
UNIT-12758,LINE-C,838.35,149.98,30.56,9.32,1.29,69.99,16.66,0.6,rust
UNIT-12695,LINE-C,840.1,149.57,31.44,9.5,2.03,75.84,17.67,0.7,rust
UNIT-10966,LINE-C,889.31,203.78,46.79,29.82,1.65,47.38,17.46,1.78,hole
UNIT-10479,LINE-C,922.14,173.55,48.52,31.85,0.99,46.2,35.15,2.0,crack
UNIT-11886,LINE-A,843.22,150.9,49.42,31.89,1.43,45.25,16.67,0.53,normal
UNIT-10394,LINE-A,903.06,183.03,49.52,31.6,1.75,49.09,28.88,2.0,crack
UNIT-10059,LINE-C,912.16,165.33,48.36,30.13,1.1,51.06,29.04,1.73,crack
UNIT-10528,LINE-B,914.86,175.01,47.4,33.4,2.03,42.74,33.02,1.59,crack
UNIT-13321,LINE-A,834.44,148.91,57.52,19.4,5.78,49.23,17.37,0.53,scratch
UNIT-11114,LINE-A,893.12,185.66,55.0,33.03,1.46,48.59,16.64,1.79,hole
UNIT-10913,LINE-C,881.69,197.82,44.87,33.89,1.56,47.93,17.58,2.77,hole
UNIT-12584,LINE-C,832.2,148.41,37.4,19.74,1.44,67.51,15.15,0.55,rust
UNIT-11603,LINE-A,837.22,155.32,55.29,33.02,1.21,40.11,14.77,0.48,normal
UNIT-10930,LINE-B,872.4,186.8,50.72,32.32,1.22,43.18,17.27,1.58,hole
UNIT-12668,LINE-B,836.01,145.02,38.79,22.02,1.17,70.43,17.9,0.48,rust
UNIT-13112,LINE-B,846.64,151.54,60.79,13.93,5.11,38.15,17.54,0.71,scratch
UNIT-13181,LINE-A,835.44,154.44,64.71,20.14,3.69,36.67,15.59,0.44,scratch
UNIT-10719,LINE-B,888.44,184.95,48.33,33.79,2.13,45.92,17.37,2.89,hole
UNIT-12659,LINE-A,841.63,149.84,36.63,19.88,1.68,85.21,15.35,0.43,rust
UNIT-10645,LINE-B,905.1,167.46,48.6,30.94,1.54,50.61,32.92,1.6,crack
UNIT-13309,LINE-C,849.21,154.19,67.93,19.19,5.15,40.02,18.15,0.71,scratch
UNIT-12132,LINE-B,826.21,151.88,28.78,11.49,0.94,85.19,17.23,0.21,rust
UNIT-10512,LINE-A,924.43,173.95,50.18,33.48,1.26,44.35,27.44,1.09,crack
UNIT-11463,LINE-A,834.09,146.27,50.03,36.24,1.99,48.39,14.94,0.52,normal
UNIT-10189,LINE-B,880.67,166.46,51.02,29.35,1.43,39.9,25.14,1.77,crack
UNIT-12593,LINE-A,846.08,150.85,34.09,16.13,1.82,68.5,17.03,0.56,rust
UNIT-13020,LINE-A,841.19,158.33,70.55,10.68,4.36,44.68,15.7,0.66,scratch
UNIT-11346,LINE-B,874.78,183.01,53.66,32.73,1.73,47.08,15.69,1.55,hole
UNIT-12156,LINE-A,844.25,139.46,34.84,15.44,2.23,64.19,17.13,0.58,rust
UNIT-11361,LINE-A,883.19,202.91,53.92,31.04,1.39,51.59,19.35,2.97,hole
UNIT-10412,LINE-A,877.85,178.75,51.61,33.86,1.45,39.39,35.26,1.44,crack
UNIT-10241,LINE-B,892.84,172.6,49.65,29.63,1.39,42.95,29.16,1.38,crack
UNIT-11955,LINE-A,831.16,153.14,53.01,30.78,1.19,48.55,18.75,0.61,normal
UNIT-10922,LINE-A,875.4,181.08,50.83,29.58,1.34,40.51,20.25,1.9,hole
UNIT-10872,LINE-C,906.82,182.32,49.91,32.15,1.58,38.86,15.5,2.26,hole
UNIT-11425,LINE-A,838.78,151.25,51.78,30.84,1.53,42.76,18.93,0.5,normal
UNIT-10803,LINE-A,878.48,189.78,54.99,34.36,1.09,45.49,16.15,2.44,hole
UNIT-13266,LINE-B,848.52,147.36,59.54,15.44,4.39,41.05,17.43,0.83,scratch
UNIT-12093,LINE-C,833.83,139.86,50.28,32.94,1.8,39.91,16.09,0.33,normal
UNIT-12180,LINE-A,840.18,150.78,34.76,14.65,1.7,77.81,15.99,0.52,rust
UNIT-10858,LINE-A,896.07,196.18,51.33,27.06,1.4,48.61,17.49,2.44,hole
UNIT-10153,LINE-A,927.78,166.57,53.07,34.31,1.95,37.06,32.55,2.3,crack
UNIT-11272,LINE-B,877.31,200.42,45.54,33.36,1.36,46.66,17.96,2.4,hole
UNIT-11193,LINE-B,913.46,185.78,50.55,30.55,1.62,36.74,18.11,2.62,hole
UNIT-11054,LINE-A,886.91,190.8,48.45,35.01,1.59,41.39,15.91,2.91,hole
UNIT-11685,LINE-C,847.44,141.45,49.76,29.74,1.86,49.33,17.76,0.42,normal
UNIT-10257,LINE-A,917.12,176.25,50.38,34.04,1.6,37.69,34.69,1.82,crack
UNIT-11547,LINE-A,836.2,153.77,49.86,34.92,1.38,49.76,18.48,0.43,normal
UNIT-12642,LINE-B,839.34,147.78,34.31,17.49,1.85,74.68,16.5,0.3,rust
UNIT-12315,LINE-A,839.42,156.87,31.77,7.97,1.36,64.15,16.82,0.56,rust
UNIT-10496,LINE-C,917.2,169.53,49.41,30.21,1.84,36.51,34.3,1.09,crack
UNIT-12339,LINE-B,832.72,141.96,35.18,19.84,1.62,76.47,16.46,0.41,rust
UNIT-11585,LINE-B,847.59,149.01,48.56,29.12,1.94,41.16,18.58,0.62,normal
UNIT-12222,LINE-A,844.97,150.21,37.07,12.73,1.69,88.96,18.01,0.45,rust
UNIT-11223,LINE-B,880.92,185.88,48.37,29.35,1.29,44.82,17.99,1.44,hole
UNIT-11964,LINE-B,835.45,147.76,48.29,32.4,1.18,45.21,18.01,0.41,normal
UNIT-13138,LINE-A,841.45,154.99,66.05,13.58,3.82,46.51,17.36,0.47,scratch
UNIT-10179,LINE-B,909.57,177.86,44.32,30.13,1.48,43.28,31.36,1.05,crack
UNIT-11851,LINE-A,847.99,148.22,51.35,32.0,1.06,44.12,17.91,0.36,normal
UNIT-13394,LINE-B,837.96,151.88,60.37,20.8,5.87,45.94,14.41,0.33,scratch
UNIT-12044,LINE-B,832.03,150.97,50.96,31.2,1.74,48.93,16.37,0.49,normal
UNIT-11988,LINE-C,839.98,142.47,47.56,32.67,1.44,43.13,16.84,0.4,normal
UNIT-12983,LINE-C,839.71,147.24,65.27,15.19,6.45,42.39,15.97,0.47,scratch
UNIT-11026,LINE-C,864.09,193.57,51.9,30.42,2.02,45.69,16.64,2.59,hole
UNIT-11642,LINE-C,827.15,149.62,48.1,33.74,1.83,46.03,15.94,0.63,normal
UNIT-11843,LINE-C,830.69,149.16,48.73,33.55,2.06,50.21,18.33,0.36,normal
UNIT-10898,LINE-A,881.97,183.3,51.9,34.44,1.87,53.94,16.31,1.99,hole
UNIT-11426,LINE-A,854.28,152.01,51.56,34.33,1.31,43.34,20.64,0.49,normal
UNIT-10480,LINE-C,896.73,160.83,52.14,32.8,1.72,42.3,31.2,1.11,crack
UNIT-10015,LINE-B,898.19,175.58,46.58,30.46,1.86,43.04,32.58,1.41,crack
UNIT-13055,LINE-A,836.5,150.73,64.31,12.33,3.87,47.82,17.78,0.46,scratch
UNIT-10174,LINE-B,909.56,157.76,48.62,29.56,1.45,43.41,32.82,2.11,crack
UNIT-10782,LINE-B,877.01,179.6,48.94,28.88,1.2,46.96,16.58,2.92,hole
UNIT-10332,LINE-C,879.83,169.8,51.29,30.33,2.26,46.28,27.35,2.04,crack
UNIT-11018,LINE-B,862.4,186.19,49.87,29.22,1.99,42.26,16.22,2.94,hole
UNIT-12030,LINE-A,841.5,152.93,51.11,31.9,1.47,45.65,16.82,0.77,normal
UNIT-13480,LINE-A,834.1,157.26,64.13,14.09,5.68,46.26,18.7,0.7,scratch
UNIT-11090,LINE-B,872.72,184.68,49.79,33.49,1.6,50.96,14.62,2.53,hole
UNIT-11979,LINE-A,834.01,153.74,56.68,30.22,1.79,44.62,18.69,0.6,normal
UNIT-10388,LINE-B,929.83,155.03,49.96,31.79,1.46,50.9,29.55,1.5,crack
UNIT-12359,LINE-B,850.29,144.77,28.9,13.14,1.81,84.13,16.04,0.59,rust
UNIT-10439,LINE-C,909.78,169.39,51.33,35.67,1.38,50.67,31.99,2.06,crack
UNIT-11392,LINE-C,875.9,198.91,47.19,29.46,1.84,46.77,19.35,2.33,hole
UNIT-12965,LINE-A,851.72,150.92,59.62,15.81,5.73,47.6,13.95,0.53,scratch
UNIT-11512,LINE-A,835.62,158.95,50.74,32.32,1.49,50.36,17.54,0.44,normal
UNIT-11398,LINE-B,877.76,185.16,53.3,33.02,1.59,52.24,18.23,2.22,hole
UNIT-10325,LINE-A,899.21,168.68,51.18,31.57,1.8,40.77,31.85,1.32,crack
UNIT-10928,LINE-A,878.05,186.24,48.76,33.63,1.63,46.98,18.2,3.2,hole
UNIT-11951,LINE-A,831.08,151.22,49.33,28.72,1.74,41.76,18.54,0.47,normal
UNIT-12475,LINE-A,839.26,158.83,29.96,16.83,1.27,78.25,15.77,0.6,rust
UNIT-10064,LINE-A,909.82,170.54,56.4,31.81,1.94,41.19,29.3,2.35,crack
UNIT-10267,LINE-C,918.72,171.18,48.83,29.14,1.83,39.42,29.74,2.13,crack
UNIT-12087,LINE-B,854.55,146.31,45.87,32.22,2.04,46.65,16.89,0.54,normal
UNIT-12097,LINE-A,825.78,156.94,48.01,33.03,1.46,37.7,17.27,0.64,normal
UNIT-10158,LINE-B,875.07,170.32,48.82,31.97,1.76,44.03,28.23,1.11,crack
UNIT-10451,LINE-A,914.59,180.73,49.72,34.88,1.49,41.98,34.52,1.64,crack
UNIT-10062,LINE-A,890.36,171.57,54.16,34.03,1.05,38.88,31.44,1.83,crack
UNIT-12495,LINE-A,839.9,143.88,38.38,12.55,2.05,73.69,16.49,0.61,rust
UNIT-12253,LINE-A,848.44,152.16,36.0,23.47,1.33,70.4,18.75,0.72,rust
UNIT-10255,LINE-B,906.45,178.14,50.67,30.19,1.65,45.95,28.71,1.98,crack
UNIT-12382,LINE-B,833.28,146.26,39.57,14.35,1.6,84.67,15.4,0.1,rust
UNIT-12802,LINE-A,844.65,152.59,62.59,22.72,5.37,51.97,16.99,0.47,scratch
UNIT-12421,LINE-A,829.04,155.41,38.1,12.15,1.57,78.89,19.05,0.74,rust
UNIT-10440,LINE-B,924.11,174.5,51.88,33.31,1.89,43.95,33.06,1.9,crack
UNIT-10125,LINE-C,890.46,173.58,54.2,30.5,1.95,41.71,31.69,1.67,crack
UNIT-11201,LINE-A,861.04,192.8,46.71,33.35,1.76,42.82,13.5,2.78,hole
UNIT-11357,LINE-A,864.88,185.68,51.35,30.46,1.44,39.72,16.65,3.26,hole
UNIT-10264,LINE-C,927.64,156.27,49.75,30.79,1.73,45.88,33.24,1.53,crack
UNIT-11698,LINE-C,824.49,144.32,51.61,29.46,1.5,51.79,16.93,0.55,normal
UNIT-11071,LINE-B,890.85,186.33,50.88,34.77,1.86,39.17,18.03,1.88,hole
UNIT-11794,LINE-A,826.43,152.39,51.99,31.56,1.62,48.65,15.94,0.41,normal
UNIT-12298,LINE-A,843.99,145.24,33.32,9.72,1.46,77.31,18.87,0.66,rust
UNIT-12859,LINE-B,854.28,151.08,66.09,16.7,4.07,39.75,18.05,0.71,scratch
UNIT-10487,LINE-A,922.44,169.5,46.86,32.34,1.71,46.78,32.67,1.37,crack
UNIT-11658,LINE-A,846.05,148.98,53.21,29.59,1.57,45.6,15.24,0.65,normal
UNIT-10679,LINE-C,919.29,183.11,50.08,31.65,1.92,44.02,32.06,2.0,crack
UNIT-12314,LINE-A,840.84,151.92,41.4,18.04,1.62,75.74,15.68,0.39,rust
UNIT-10089,LINE-A,886.67,174.96,52.02,29.51,1.93,41.17,24.36,1.46,crack
UNIT-11075,LINE-C,895.56,197.47,48.35,32.66,2.0,42.98,19.85,2.04,hole
UNIT-12994,LINE-A,834.38,146.21,63.27,17.18,6.02,37.05,17.37,0.62,scratch
UNIT-11227,LINE-C,874.13,189.51,49.26,33.48,1.93,40.28,16.57,2.62,hole
UNIT-12835,LINE-B,855.93,152.5,66.05,18.4,4.35,44.57,17.46,0.56,scratch
UNIT-12517,LINE-B,841.93,149.07,28.8,10.67,1.39,82.53,16.69,0.44,rust
UNIT-11827,LINE-A,840.93,153.75,49.6,31.05,1.19,50.73,16.97,0.43,normal
UNIT-10868,LINE-B,892.91,191.66,48.63,30.96,1.34,39.72,15.42,1.48,hole
UNIT-13255,LINE-A,837.18,145.31,68.52,11.31,6.81,39.84,16.0,0.59,scratch
UNIT-13016,LINE-B,846.32,147.39,60.88,25.87,5.37,48.02,16.3,0.81,scratch
UNIT-13157,LINE-A,830.15,140.85,62.63,21.95,4.48,44.71,18.01,0.49,scratch
UNIT-13131,LINE-C,837.21,155.86,67.28,18.28,3.71,36.49,18.03,0.48,scratch
UNIT-10121,LINE-B,882.37,184.33,50.82,32.06,1.57,43.66,31.28,2.07,crack
UNIT-11488,LINE-C,846.97,150.25,51.2,33.43,1.45,45.2,16.62,0.48,normal
UNIT-12441,LINE-A,843.11,153.66,39.36,17.55,1.78,77.59,18.07,0.49,rust
UNIT-12401,LINE-A,853.61,142.16,31.06,12.67,1.5,81.49,18.16,0.77,rust
UNIT-13202,LINE-C,824.01,140.84,64.36,15.27,5.17,45.3,19.67,0.8,scratch
UNIT-12340,LINE-C,841.56,150.57,34.15,15.52,1.61,76.49,16.83,0.36,rust
UNIT-11784,LINE-B,834.24,142.79,51.96,30.87,1.79,45.56,17.72,0.51,normal
UNIT-12818,LINE-A,843.29,152.15,65.28,14.44,4.09,42.55,15.65,0.62,scratch
UNIT-12943,LINE-B,841.06,149.77,63.69,16.09,5.19,44.35,17.7,0.27,scratch
UNIT-10284,LINE-B,910.13,166.79,49.3,30.07,1.75,41.09,34.02,2.24,crack
UNIT-11068,LINE-A,886.45,188.83,50.84,32.48,1.52,43.84,16.39,1.88,hole
UNIT-10275,LINE-A,874.56,183.46,53.84,30.69,1.49,45.11,28.46,2.14,crack
UNIT-13384,LINE-B,843.15,146.98,65.16,17.39,5.21,46.34,17.29,0.56,scratch
UNIT-10622,LINE-B,914.25,163.78,49.95,31.5,1.47,43.96,26.31,1.74,crack
UNIT-11222,LINE-C,875.26,196.78,52.98,34.67,1.7,48.34,16.16,2.1,hole
UNIT-10110,LINE-C,898.18,169.61,53.48,33.12,1.6,38.75,24.08,1.22,crack
UNIT-11124,LINE-A,860.57,191.25,45.37,30.83,2.03,38.07,18.18,1.87,hole
UNIT-12447,LINE-B,833.42,145.69,34.35,10.45,1.48,70.11,17.37,0.67,rust
UNIT-10150,LINE-A,881.88,163.52,50.8,34.68,1.04,44.46,30.93,1.61,crack
UNIT-10215,LINE-B,902.7,161.42,51.08,30.39,1.46,38.86,28.99,2.08,crack
UNIT-10552,LINE-B,900.99,168.91,50.63,28.41,1.51,44.98,32.23,1.82,crack
UNIT-11331,LINE-A,861.26,198.92,46.79,32.74,1.52,39.93,15.89,2.27,hole
UNIT-12885,LINE-A,835.48,146.68,67.04,19.59,4.59,50.96,17.6,0.55,scratch
UNIT-11740,LINE-A,837.6,147.04,48.65,34.37,1.5,39.46,16.31,0.51,normal
UNIT-13069,LINE-A,855.15,152.61,72.55,12.79,6.34,39.85,16.95,0.39,scratch
UNIT-13044,LINE-B,844.98,152.78,56.48,12.29,4.89,43.25,17.69,0.41,scratch
UNIT-10369,LINE-A,875.24,190.76,50.8,31.67,1.83,46.05,33.5,2.39,crack
UNIT-11830,LINE-A,843.6,147.35,48.13,33.12,1.08,37.0,17.95,0.57,normal
UNIT-12585,LINE-B,851.21,146.2,34.84,15.69,1.69,71.55,16.46,0.54,rust
UNIT-10880,LINE-A,894.29,199.5,50.05,34.63,1.67,46.84,16.68,2.61,hole
UNIT-12271,LINE-B,843.2,148.77,31.23,14.57,1.62,80.56,16.01,0.46,rust
UNIT-13306,LINE-A,840.68,146.56,67.8,13.24,6.4,43.49,18.58,0.18,scratch
UNIT-13071,LINE-A,830.03,162.34,69.2,14.29,4.28,42.03,16.79,0.58,scratch
UNIT-11407,LINE-C,836.92,144.95,49.38,30.04,1.44,34.14,14.4,0.55,normal
UNIT-12460,LINE-C,848.93,151.38,35.3,15.99,2.12,74.62,15.39,0.56,rust
UNIT-12275,LINE-B,835.93,156.11,38.64,17.05,1.58,85.99,16.85,0.5,rust
UNIT-10813,LINE-B,898.13,192.09,49.66,29.05,1.51,46.83,16.76,2.54,hole
UNIT-10046,LINE-B,912.8,174.67,47.85,31.23,1.9,41.69,32.21,1.42,crack
UNIT-13289,LINE-A,854.03,150.44,58.1,15.94,4.58,38.95,17.29,0.7,scratch
UNIT-12537,LINE-B,839.07,147.98,37.7,17.63,1.12,82.14,17.99,0.73,rust
UNIT-12823,LINE-A,849.95,156.96,69.32,11.66,4.88,44.9,17.11,0.26,scratch
UNIT-10443,LINE-C,925.95,166.65,51.52,27.84,1.8,39.68,32.03,2.27,crack
UNIT-12947,LINE-C,835.77,158.31,71.61,18.26,6.52,41.48,17.3,0.52,scratch
UNIT-10219,LINE-B,904.23,188.97,50.67,35.03,2.02,45.66,27.53,1.94,crack
UNIT-11692,LINE-A,838.0,147.51,49.91,31.84,1.04,50.08,15.52,0.36,normal
UNIT-13391,LINE-A,838.19,146.68,68.16,15.81,4.16,45.29,17.41,0.46,scratch
UNIT-11727,LINE-B,817.34,147.69,47.91,29.01,1.99,38.65,17.87,0.8,normal
UNIT-12551,LINE-A,822.13,157.61,27.93,10.9,2.02,73.08,19.64,0.82,rust
UNIT-13021,LINE-A,841.16,148.51,62.95,15.07,4.89,47.71,15.72,0.33,scratch
UNIT-13340,LINE-C,835.35,135.76,72.15,15.2,4.83,40.4,17.51,0.37,scratch
UNIT-10333,LINE-B,911.33,176.59,50.83,32.34,1.09,44.77,30.09,1.19,crack
UNIT-10252,LINE-C,882.7,177.11,48.97,35.78,1.77,38.66,33.96,1.44,crack
UNIT-10355,LINE-B,899.3,173.03,50.38,35.86,1.99,41.56,28.72,1.51,crack
UNIT-12763,LINE-A,835.9,150.17,35.79,11.95,1.62,76.61,18.25,0.28,rust
UNIT-10933,LINE-C,860.47,187.14,53.88,32.53,1.65,44.9,17.62,1.52,hole
UNIT-12829,LINE-B,828.2,148.12,59.59,19.43,6.25,44.87,18.33,0.48,scratch
UNIT-11207,LINE-C,895.66,191.54,46.29,32.89,1.58,37.11,14.49,2.23,hole
UNIT-10671,LINE-B,895.41,180.36,52.17,35.86,1.45,44.22,32.45,2.03,crack
UNIT-12731,LINE-A,838.92,152.8,34.55,16.19,1.84,85.2,13.11,0.53,rust
UNIT-13094,LINE-B,833.84,150.16,65.25,13.57,5.47,47.96,17.24,0.59,scratch
UNIT-11748,LINE-B,853.47,145.02,46.64,33.9,1.42,43.97,16.52,0.3,normal
UNIT-11816,LINE-A,834.46,152.45,52.4,32.6,2.12,42.69,16.61,0.53,normal
UNIT-11221,LINE-A,900.06,191.16,48.23,32.8,1.82,45.29,14.24,1.57,hole
UNIT-12639,LINE-A,841.27,150.06,35.5,11.79,2.02,83.39,15.87,0.42,rust
UNIT-11613,LINE-A,845.89,148.72,46.42,32.68,1.62,39.77,14.02,0.59,normal
UNIT-11273,LINE-A,889.41,200.96,47.66,32.79,2.19,38.44,18.1,1.98,hole
UNIT-12408,LINE-C,855.38,156.25,30.39,18.01,2.08,87.96,17.13,0.15,rust
UNIT-10762,LINE-B,882.98,187.25,45.76,29.89,2.03,41.83,18.07,2.24,hole
UNIT-10409,LINE-A,891.67,169.96,50.11,34.51,2.38,48.55,30.26,1.17,crack
UNIT-11252,LINE-B,885.89,206.36,50.97,30.42,2.02,40.95,19.58,2.22,hole
UNIT-12531,LINE-A,847.05,150.61,38.44,16.63,1.48,73.45,16.55,0.37,rust
UNIT-11570,LINE-B,842.75,153.12,53.96,32.66,1.56,40.73,20.03,0.58,normal
UNIT-11962,LINE-A,831.07,150.12,47.06,31.15,1.87,39.88,16.24,0.51,normal
UNIT-10875,LINE-C,884.18,177.99,47.64,32.25,2.13,46.24,17.91,2.34,hole
UNIT-11617,LINE-B,846.79,145.86,49.18,29.82,1.91,45.94,18.01,0.63,normal
UNIT-11271,LINE-A,899.45,178.79,48.98,28.94,1.83,42.66,17.82,2.8,hole
UNIT-11212,LINE-C,880.73,197.23,51.33,31.92,1.7,47.42,19.09,1.99,hole
UNIT-10001,LINE-A,897.34,172.42,50.7,34.02,1.43,41.9,28.46,1.7,crack
UNIT-11498,LINE-A,848.63,139.2,48.75,28.48,1.51,42.11,17.12,0.41,normal
UNIT-11445,LINE-A,835.04,153.16,49.91,31.43,2.0,47.93,15.34,0.56,normal
UNIT-13367,LINE-C,826.31,147.7,54.8,20.74,5.7,45.57,18.71,0.61,scratch
UNIT-10574,LINE-A,895.46,169.13,51.11,30.5,1.25,44.44,31.43,1.03,crack
UNIT-11432,LINE-C,832.8,142.79,47.52,30.24,1.72,41.9,17.28,0.69,normal
UNIT-12956,LINE-B,829.12,143.75,63.34,14.4,4.02,42.99,16.88,0.42,scratch
UNIT-11787,LINE-A,840.89,164.38,56.84,31.36,1.89,38.98,13.84,0.5,normal
UNIT-10248,LINE-B,897.32,176.3,47.63,35.49,1.88,43.05,28.61,1.34,crack
UNIT-10424,LINE-B,906.02,170.22,49.57,30.37,1.85,48.28,30.46,2.16,crack
UNIT-11555,LINE-B,847.36,148.96,47.41,32.74,1.62,41.55,15.85,0.35,normal
UNIT-10722,LINE-C,889.59,185.23,48.98,31.38,1.65,36.11,19.03,2.55,hole
UNIT-12099,LINE-C,848.93,148.05,49.96,33.65,1.37,49.7,17.44,0.33,normal
UNIT-11023,LINE-A,881.8,205.6,48.32,34.72,0.83,42.46,15.06,3.12,hole
UNIT-10808,LINE-B,889.89,188.7,49.07,29.91,1.84,52.55,15.96,2.64,hole
UNIT-10176,LINE-A,878.11,174.76,48.64,31.67,1.61,39.99,29.9,1.05,crack
UNIT-10279,LINE-C,889.32,180.2,56.39,30.72,1.34,44.34,33.15,1.49,crack
UNIT-12621,LINE-A,850.17,151.86,41.29,13.44,1.69,65.92,14.22,0.66,rust
UNIT-12770,LINE-A,848.45,151.15,37.9,15.49,1.15,81.44,16.42,0.65,rust
UNIT-11085,LINE-A,889.29,192.79,54.02,35.01,1.21,36.55,16.87,2.46,hole
UNIT-11557,LINE-A,841.39,152.65,50.33,30.91,1.6,53.73,17.47,0.21,normal
UNIT-12230,LINE-A,833.19,148.75,37.04,13.5,1.45,78.99,14.61,0.63,rust
UNIT-10417,LINE-A,904.46,183.62,51.2,31.86,1.26,43.39,34.47,1.5,crack
UNIT-12284,LINE-C,833.81,147.58,27.37,12.02,0.95,83.24,16.89,0.58,rust
UNIT-10218,LINE-A,908.08,177.0,45.31,33.24,1.41,39.24,28.71,1.86,crack
UNIT-11537,LINE-A,844.48,151.79,46.88,28.52,1.83,43.51,15.39,0.62,normal
UNIT-12685,LINE-A,837.25,152.67,36.31,17.45,1.38,78.03,16.84,0.39,rust
UNIT-12954,LINE-A,845.1,146.69,59.51,19.84,5.43,36.77,20.22,0.37,scratch
UNIT-12261,LINE-A,841.56,148.21,35.46,17.98,1.97,83.33,15.37,0.37,rust
UNIT-13352,LINE-B,839.5,144.97,65.82,19.92,6.35,42.59,17.88,0.51,scratch
UNIT-13405,LINE-C,839.55,150.17,58.52,23.2,5.79,44.24,15.83,0.5,scratch
UNIT-10713,LINE-B,889.11,169.15,48.28,36.87,1.42,51.08,16.09,2.0,hole
UNIT-10450,LINE-A,887.21,178.42,49.88,32.23,1.62,40.29,32.71,1.39,crack
UNIT-13493,LINE-A,840.81,155.92,57.2,16.13,6.03,43.71,14.78,0.26,scratch
UNIT-11466,LINE-A,829.66,145.19,44.98,30.9,2.05,45.06,15.2,0.65,normal
UNIT-10786,LINE-A,873.08,201.0,47.57,29.46,1.58,41.71,17.92,2.5,hole
UNIT-10434,LINE-B,888.45,168.18,51.99,33.95,1.45,43.4,29.62,1.36,crack
UNIT-10953,LINE-A,906.59,193.52,52.34,32.33,2.02,48.08,16.11,2.08,hole
UNIT-10372,LINE-B,909.61,164.86,50.57,30.88,1.43,46.78,29.19,1.29,crack
UNIT-12879,LINE-B,833.86,146.66,61.96,24.11,5.74,54.21,17.63,0.64,scratch
UNIT-12104,LINE-A,839.83,157.2,36.16,16.82,1.28,75.79,15.62,0.38,rust
UNIT-11638,LINE-A,852.85,145.62,50.18,35.42,1.97,42.65,18.22,0.95,normal
UNIT-10597,LINE-A,923.06,184.73,45.84,33.24,1.39,43.1,27.96,1.85,crack
UNIT-11813,LINE-A,836.55,160.72,49.75,32.63,1.34,47.47,21.43,0.57,normal
UNIT-12273,LINE-C,850.92,141.0,37.77,15.76,1.45,85.01,18.63,0.74,rust
UNIT-12078,LINE-A,844.55,142.93,54.44,34.41,1.45,40.85,17.3,0.28,normal
UNIT-11262,LINE-A,888.91,194.2,48.66,32.64,1.72,44.91,18.6,1.95,hole
UNIT-11150,LINE-B,882.7,200.61,50.37,33.75,1.8,46.51,17.3,1.57,hole
UNIT-10247,LINE-A,898.51,168.16,48.83,29.69,1.27,45.19,27.38,1.97,crack
UNIT-10506,LINE-B,880.26,163.51,45.92,31.15,1.75,40.44,28.78,1.29,crack
UNIT-12846,LINE-B,841.11,148.87,57.97,20.81,5.69,46.2,17.71,0.53,scratch
UNIT-11785,LINE-A,839.29,140.37,53.84,29.81,1.62,45.29,16.32,0.54,normal
UNIT-12565,LINE-B,850.08,147.95,34.32,18.55,1.88,88.42,16.22,0.77,rust
UNIT-13023,LINE-A,856.86,154.4,69.22,15.12,5.43,44.63,16.54,0.61,scratch
UNIT-11840,LINE-A,840.24,139.62,48.89,28.53,2.01,40.92,19.48,0.67,normal
UNIT-12795,LINE-A,839.08,134.46,42.9,11.12,1.89,69.62,14.69,0.51,rust
UNIT-10565,LINE-A,923.45,179.44,45.71,28.84,1.46,44.78,28.81,1.96,crack
UNIT-12184,LINE-A,849.63,153.32,32.82,20.61,1.46,83.79,15.22,0.56,rust
UNIT-11895,LINE-A,845.67,154.78,50.68,29.33,1.82,49.39,19.24,0.59,normal
UNIT-11042,LINE-B,872.16,191.33,48.43,31.39,1.55,41.89,17.09,2.87,hole
UNIT-11462,LINE-A,836.76,146.01,50.8,31.81,1.69,51.56,18.37,0.5,normal
